time,vehicle_id,x,y,speed
1016,444,-44.71,-495.41,0.0
1017,444,-44.51,-493.36,2.0597329924046095
1018,444,-44.05,-488.79,4.593092640041124
1019,444,-43.45,-482.74,6.079679267856169
1020,444,-42.61,-474.33,8.451845952216617
1021,444,-41.51,-463.42,10.965313493010553
1022,444,-40.24,-450.63,12.85289850578462
1023,444,-38.82,-436.51,14.1912226393641
1024,444,-37.29,-421.2,15.386260104391843
1025,444,-35.73,-405.56,15.717607960500846
1026,444,-34.2,-390.31,15.326558648307191
1027,444,-32.68,-375.06,15.325563611169411
1028,444,-31.19,-360.18,14.954414064081544
1029,444,-29.67,-344.92,15.335514337641229
1030,444,-28.18,-330.05,14.94446385789735
1031,444,-26.59,-314.16,15.969351896680077
1032,444,-25.02,-298.46,15.778304725159844
1033,444,-23.43,-282.56,15.979302237582193
1034,444,-21.91,-267.37,15.265860604630186
1035,444,-20.41,-252.32,15.124566109478987
1036,444,-18.92,-237.45,14.94446385789735
1037,444,-17.37,-221.98,15.547456383601787
1038,444,-15.79,-206.17,15.888753884430335
1039,444,-14.21,-190.32,15.928556117865794
1040,444,-12.65,-174.75,15.647955137972495
1041,444,-11.12,-159.45,15.376309700314973
1042,444,-9.54,-143.61,15.918605466560166
1043,444,-8.01,-128.35,15.336508729173032
1044,444,-6.49,-113.15,15.27581094410374
1045,444,-4.92,-97.39,15.838008081826457
1046,444,-3.38,-81.99,15.476808456526177
1047,444,-1.84,-66.66,15.407157427637324
1048,444,-0.27,-50.92,15.818106713510307
1049,444,1.31,-35.09,15.90865487714156
1050,444,2.53,-22.96,12.19119764420215
1051,444,3.29,-15.3,7.69761001870061
1052,444,3.64,-11.84,3.4776572574076368
1053,444,3.64,-11.83,0.009999999999999787
1054,444,3.64,-11.83,0.0
1055,444,3.64,-11.83,0.0
1056,444,3.64,-11.83,0.0
1057,444,3.64,-11.83,0.0
1058,444,3.64,-11.83,0.0
1059,444,3.64,-11.83,0.0
1060,444,3.64,-11.83,0.0
1061,444,3.64,-11.83,0.0
1062,444,3.64,-11.83,0.0
1063,444,3.64,-11.83,0.0
1064,444,3.64,-11.83,0.0
1065,444,3.64,-11.83,0.0
1066,444,3.64,-11.83,0.0
1067,444,3.64,-11.83,0.0
1068,444,3.64,-11.83,0.0
1069,444,3.64,-11.83,0.0
1070,444,3.64,-11.83,0.0
1071,444,3.64,-11.83,0.0
1072,444,3.64,-11.83,0.0
1073,444,3.64,-11.83,0.0
1074,444,3.64,-11.83,0.0
1075,444,3.64,-11.83,0.0
1076,444,3.64,-11.83,0.0
1077,444,3.64,-11.83,0.0
1078,444,3.64,-11.83,0.0
1079,444,3.64,-11.83,0.0
1080,444,3.64,-11.83,0.0
1081,444,3.64,-11.83,0.0
1082,444,3.64,-11.83,0.0
