time,vehicle_id,x,y
183,116,-139.75,14.26
184,116,-126.12,12.08
185,116,-112.69,9.93
186,116,-99.42,7.81
187,116,-86.35,5.72
188,116,-72.95,3.57
189,116,-60.29,1.55
190,116,-50.44,-0.03
191,116,-44.36,-1.0
191,121,-138.72,14.1
192,116,-41.68,-1.43
192,121,-125.97,12.06
193,116,-41.48,-1.46
193,121,-113.16,10.01
194,116,-41.45,-1.47
194,121,-99.98,7.9
195,116,-41.44,-1.47
195,121,-86.59,5.76
196,116,-41.44,-1.47
196,121,-73.88,3.72
197,116,-41.44,-1.47
197,121,-61.68,1.77
198,116,-41.44,-1.47
198,121,-53.55,0.47
199,116,-41.44,-1.47
199,121,-49.44,-0.19
200,116,-41.44,-1.47
200,121,-49.05,-0.25
201,116,-41.44,-1.47
201,121,-48.86,-0.28
202,116,-41.44,-1.47
202,121,-48.85,-0.28
203,116,-41.44,-1.47
203,121,-48.85,-0.28
204,116,-41.44,-1.47
204,121,-48.85,-0.28
205,116,-41.44,-1.47
205,121,-48.85,-0.28
206,116,-41.44,-1.47
206,121,-48.85,-0.28
207,116,-41.44,-1.47
207,121,-48.85,-0.28
208,116,-41.44,-1.47
208,121,-48.85,-0.28
209,116,-41.44,-1.47
209,121,-48.85,-0.28
210,116,-41.44,-1.47
210,121,-48.85,-0.28
211,116,-41.44,-1.47
211,121,-48.85,-0.28
212,116,-41.44,-1.47
212,121,-48.85,-0.28
213,116,-41.44,-1.47
213,121,-48.85,-0.28
214,116,-41.44,-1.47
214,121,-48.85,-0.28
215,116,-41.44,-1.47
215,121,-48.85,-0.28
216,116,-41.44,-1.47
216,121,-48.85,-0.28
217,116,-41.44,-1.47
217,121,-48.85,-0.28
218,116,-41.44,-1.47
218,121,-48.85,-0.28
218,140,-140.24,14.34
219,116,-41.44,-1.47
219,121,-48.85,-0.28
219,140,-128.37,12.44
220,116,-41.44,-1.47
220,121,-48.85,-0.28
220,140,-116.86,10.6
220,143,-143.11,14.8
221,116,-40.76,-1.58
221,121,-48.85,-0.28
221,140,-104.87,8.68
221,143,-129.76,12.66
222,116,-38.6,-1.92
222,121,-48.29,-0.37
222,140,-92.88,6.76
222,143,-116.26,10.5
223,116,-34.59,-2.56
223,121,-47.1,-0.56
223,140,-81.38,4.92
223,143,-103.32,8.43
224,116,-28.46,-3.54
224,121,-43.87,-1.08
224,140,-69.94,3.09
224,143,-91.57,6.55
225,116,-21.39,-4.67
225,121,-38.62,-1.92
225,140,-60.35,1.56
225,143,-79.67,4.65
226,116,-15.99,-5.83
226,121,-31.32,-3.09
226,140,-50.89,0.04
226,143,-70.22,3.14
227,116,-12.71,-10.91
227,121,-25.77,-3.97
227,140,-42.26,-1.34
227,143,-60.06,1.51
228,116,-13.29,-16.78
228,121,-18.37,-5.16
228,140,-36.2,-2.3
228,143,-51.24,0.1
229,116,-14.19,-24.23
229,121,-13.39,-8.0
229,140,-28.04,-3.61
229,143,-44.48,-0.98
230,116,-15.35,-33.96
230,121,-12.98,-14.15
230,140,-21.9,-4.59
230,143,-36.49,-2.26
231,116,-16.69,-45.06
231,121,-13.92,-22.01
231,140,-15.97,-5.84
231,143,-30.6,-3.2
232,116,-18.19,-57.57
232,121,-15.03,-31.3
232,140,-12.76,-9.61
232,143,-24.72,-4.14
233,116,-19.79,-70.9
233,121,-16.42,-42.84
233,140,-13.15,-15.61
233,143,-19.79,-4.93
234,116,-21.44,-84.65
234,121,-18.01,-56.09
234,140,-14.14,-23.85
234,143,-14.35,-6.85
235,116,-23.06,-98.14
235,121,-19.65,-69.76
235,140,-15.36,-34.0
235,143,-12.83,-12.94
236,116,-24.58,-110.81
236,121,-21.31,-83.59
236,140,-16.74,-45.49
236,143,-13.85,-21.45
237,121,-22.95,-97.3
237,140,-18.12,-57.04
237,143,-15.04,-31.31
238,121,-24.63,-111.28
238,140,-19.46,-68.18
238,143,-16.42,-42.84
239,140,-20.85,-79.78
239,143,-17.92,-55.35
240,140,-22.29,-91.76
240,143,-19.45,-68.09
241,140,-23.65,-103.1
241,143,-17.74,-80.74
242,140,-24.99,-114.25
242,143,-19.31,-93.81
243,143,-20.97,-107.61
271,184,-138.79,14.11
272,184,-124.7,11.85
273,184,-110.62,9.6
274,184,-95.5,7.18
275,184,-81.2,4.89
276,184,-67.12,2.64
277,184,-51.94,0.21
278,184,-36.74,-2.22
279,184,-25.6,-4.0
280,184,-18.26,-5.18
281,184,-12.81,-9.16
282,184,-13.2,-16.03
283,184,-14.19,-24.24
284,184,-15.48,-34.98
285,184,-17.06,-48.2
286,184,-18.86,-63.21
287,184,-20.64,-78.01
288,184,-22.46,-93.16
289,184,-24.23,-107.9
403,279,-143.76,14.9
404,279,-132.46,13.1
405,279,-121.93,11.41
405,281,-143.08,14.79
406,279,-110.8,9.63
406,281,-132.47,13.1
407,279,-100.06,7.91
407,281,-121.18,11.29
