time,vehicle_id,x,y
69,27,2.14,111.88
70,27,0.66,99.5
71,27,-0.92,86.33
72,27,-2.53,72.96
73,27,-4.1,59.82
74,27,-5.62,47.2
74,29,3.01,119.07
75,27,-7.21,33.97
75,29,1.69,108.08
76,27,-8.38,24.21
76,29,0.23,95.97
77,27,-9.01,18.91
77,29,-1.11,84.79
78,27,-9.2,17.33
78,29,-2.46,73.55
79,27,-9.27,16.78
79,29,-3.89,61.62
80,27,-9.28,16.66
80,29,-5.28,50.03
81,27,-9.29,16.62
81,29,-3.45,38.38
82,27,-9.29,16.61
82,29,-4.82,27.0
83,27,-9.29,16.6
83,29,-5.65,20.08
84,27,-9.29,16.6
84,29,-6.03,16.91
85,27,-9.29,16.6
85,29,-6.07,16.54
86,27,-9.29,16.6
86,29,-6.1,16.28
87,27,-9.29,16.6
87,29,-6.11,16.23
88,27,-9.29,16.6
88,29,-6.11,16.22
88,42,2.52,115.01
89,27,-9.29,16.6
89,29,-6.11,16.22
89,42,0.99,102.27
90,27,-9.29,16.6
90,29,-6.11,16.22
90,42,-0.53,89.59
91,27,-9.29,16.6
91,29,-6.11,16.22
91,42,-2.08,76.67
92,27,-9.29,16.6
92,29,-6.11,16.22
92,42,-3.62,63.87
93,27,-9.29,16.6
93,29,-6.11,16.22
93,42,-5.13,51.24
94,27,-9.29,16.6
94,29,-6.11,16.22
94,42,-6.64,38.71
95,27,-9.29,16.6
95,29,-6.11,16.22
95,42,-7.75,29.4
96,27,-9.29,16.6
96,29,-6.11,16.22
96,42,-8.34,24.56
97,27,-9.29,16.6
97,29,-6.11,16.22
97,42,-8.39,24.11
98,27,-9.29,16.6
98,29,-6.11,16.22
98,42,-8.39,24.07
99,27,-9.29,16.6
99,29,-6.11,16.22
99,42,-8.4,24.05
100,27,-9.29,16.6
100,29,-6.11,16.22
100,42,-8.4,24.05
101,27,-9.29,16.6
101,29,-6.11,16.22
101,42,-8.4,24.05
102,27,-9.29,16.6
102,29,-6.11,16.22
102,42,-8.4,24.05
103,27,-9.29,16.6
103,29,-6.11,16.22
103,42,-8.4,24.05
104,27,-9.29,16.6
104,29,-6.11,16.22
104,42,-8.4,24.05
104,54,5.75,115.06
105,27,-9.29,16.6
105,29,-6.11,16.22
105,42,-8.4,24.05
105,54,4.15,101.73
106,27,-9.29,16.6
106,29,-6.11,16.22
106,42,-8.4,24.05
106,54,2.46,87.65
107,27,-9.29,16.6
107,29,-6.11,16.22
107,42,-8.4,24.05
107,54,0.9,74.65
108,27,-9.29,16.6
108,29,-6.11,16.22
108,42,-8.4,24.05
108,54,-0.7,61.28
109,27,-9.29,16.6
109,29,-6.11,16.22
109,42,-8.4,24.05
109,54,-2.37,47.37
110,27,-9.29,16.6
110,29,-6.11,16.22
110,42,-8.4,24.05
110,54,-0.61,35.18
111,27,-9.29,16.6
111,29,-6.11,16.22
111,42,-8.4,24.05
111,54,-1.86,24.8
112,27,-9.29,16.6
112,29,-6.11,16.22
112,42,-8.4,24.05
112,54,-2.56,18.89
113,27,-9.29,16.6
113,29,-6.11,16.22
113,42,-8.4,24.05
113,54,-2.83,16.72
114,27,-9.29,16.6
114,29,-6.11,16.22
114,42,-8.4,24.05
114,54,-2.89,16.15
115,27,-9.29,16.6
115,29,-6.11,16.22
115,42,-8.4,24.05
115,54,-2.92,15.95
116,27,-9.29,16.6
116,29,-6.11,16.22
116,42,-8.4,24.05
116,54,-2.93,15.89
117,27,-9.29,16.6
117,29,-6.11,16.22
117,42,-8.4,24.05
117,54,-2.93,15.86
118,27,-9.29,16.6
118,29,-6.11,16.22
118,42,-8.4,24.05
118,54,-2.93,15.85
119,27,-9.29,16.6
119,29,-6.11,16.22
119,42,-8.4,24.05
119,54,-2.93,15.84
120,27,-9.29,16.6
120,29,-6.11,16.22
120,42,-8.4,24.05
120,54,-2.93,15.84
121,27,-9.29,16.6
121,29,-6.11,16.22
121,42,-8.4,24.05
121,54,-2.93,15.84
122,27,-9.29,16.6
122,29,-6.11,16.22
122,42,-8.4,24.05
122,54,-2.93,15.84
123,27,-9.29,16.6
123,29,-6.11,16.22
123,42,-8.4,24.05
123,54,-2.93,15.84
124,27,-9.29,16.6
124,29,-6.11,16.22
124,42,-8.4,24.05
124,54,-2.93,15.84
125,27,-9.29,16.6
125,29,-6.11,16.22
125,42,-8.4,24.05
125,54,-2.93,15.84
126,27,-9.29,16.6
126,29,-6.11,16.22
126,42,-8.4,24.05
126,54,-2.93,15.84
127,27,-9.29,16.6
127,29,-6.11,16.22
127,42,-8.4,24.05
127,54,-2.93,15.84
128,27,-9.29,16.6
128,29,-6.11,16.22
128,42,-8.4,24.05
128,54,-2.93,15.84
129,27,-9.29,16.6
129,29,-6.11,16.22
129,42,-8.4,24.05
129,54,-2.93,15.84
130,27,-9.29,16.6
130,29,-6.11,16.22
130,42,-8.4,24.05
130,54,-2.93,15.84
131,27,-9.29,16.6
131,29,-6.11,16.22
131,42,-8.4,24.05
131,54,-2.93,15.84
132,27,-9.29,16.6
132,29,-6.11,16.22
132,42,-8.4,24.05
132,54,-2.93,15.84
133,27,-9.29,16.6
133,29,-6.11,16.22
133,42,-8.4,24.05
133,54,-2.93,15.84
134,27,-9.29,16.6
134,29,-6.11,16.22
134,42,-8.4,24.05
134,54,-2.93,15.84
135,27,-9.29,16.6
135,29,-6.11,16.22
135,42,-8.4,24.05
135,54,-2.93,15.84
136,27,-9.29,16.6
136,29,-6.11,16.22
136,42,-8.4,24.05
136,54,-2.93,15.84
137,27,-9.29,16.6
137,29,-6.11,16.22
137,42,-8.4,24.05
137,54,-2.93,15.84
138,27,-9.29,16.6
138,29,-6.11,16.22
138,42,-8.4,24.05
138,54,-2.93,15.84
139,27,-9.29,16.6
139,29,-6.11,16.22
139,42,-8.4,24.05
139,54,-2.93,15.84
140,27,-9.29,16.6
140,29,-6.11,16.22
140,42,-8.4,24.05
140,54,-2.93,15.84
141,27,-9.29,16.6
141,29,-6.11,16.22
141,42,-8.4,24.05
141,54,-2.93,15.84
142,27,-9.59,14.08
142,29,-6.3,14.65
142,42,-8.4,24.05
142,54,-3.15,14.03
143,27,-10.2,8.98
143,29,-6.7,11.33
143,42,-8.64,22.02
143,54,-3.64,9.9
144,27,-11.08,1.7
144,29,-7.32,6.12
144,42,-9.16,17.73
144,54,-4.31,4.34
145,27,-12.15,-7.25
145,29,-8.19,-1.17
145,42,-9.92,11.32
145,54,-5.28,-3.66
146,27,-13.43,-17.94
146,29,-9.26,-10.02
146,42,-10.89,3.22
146,54,-6.46,-13.51
147,27,-14.99,-30.93
147,29,-10.57,-20.95
147,42,-12.03,-6.25
147,54,-7.9,-25.49
148,27,-16.58,-44.16
148,29,-11.94,-32.39
148,42,-13.43,-17.9
148,54,-9.59,-39.6
149,27,-18.15,-57.28
149,29,-13.31,-43.77
149,42,-15.03,-31.22
149,54,-11.27,-53.62
150,27,-19.67,-69.93
150,29,-14.63,-54.78
150,42,-16.53,-43.73
150,54,-16.13,-67.31
151,27,-21.15,-82.23
151,29,-15.84,-64.88
151,42,-18.14,-57.18
151,54,-17.73,-80.6
152,27,-22.71,-95.3
152,29,-17.11,-75.45
152,42,-19.68,-70.04
152,54,-19.38,-94.35
153,27,-24.32,-108.64
153,29,-18.55,-87.5
153,42,-21.21,-82.74
153,54,-21.07,-108.46
154,29,-19.91,-98.79
154,42,-22.73,-95.46
155,29,-21.35,-110.84
155,42,-24.23,-107.94
166,102,2.14,111.85
167,102,0.55,98.57
168,102,-1.16,84.39
169,102,-2.87,70.13
170,102,-4.46,56.86
171,102,-6.11,43.08
172,102,-7.73,29.63
173,102,-9.35,16.07
174,102,-11.02,2.16
175,102,-12.61,-11.11
176,102,-14.31,-25.27
177,102,-15.94,-38.87
178,102,-17.51,-51.95
179,102,-19.17,-65.79
180,102,-20.83,-79.63
181,102,-22.46,-93.18
182,102,-24.17,-107.4
189,119,1.93,110.07
190,119,0.27,96.25
191,119,-1.27,83.47
192,119,-2.91,69.76
193,119,-4.47,56.79
194,119,-5.99,44.14
195,119,-7.48,31.67
196,119,-8.54,22.87
197,119,-9.17,17.58
198,119,-9.27,16.76
199,119,-9.29,16.64
200,119,-9.29,16.61
201,119,-9.29,16.61
202,119,-9.29,16.61
203,119,-9.29,16.6
204,119,-9.29,16.6
205,119,-9.29,16.6
206,119,-9.29,16.6
207,119,-9.29,16.6
208,119,-9.29,16.6
209,119,-9.29,16.6
210,119,-9.29,16.6
211,119,-9.29,16.6
211,133,1.76,108.71
212,119,-9.29,16.6
212,133,0.31,96.57
213,119,-9.29,16.6
213,133,-1.13,84.61
214,119,-9.29,16.6
214,133,-2.53,72.91
215,119,-9.29,16.6
215,133,-4.0,60.66
215,138,2.74,116.88
216,119,-9.29,16.6
216,133,-5.4,49.03
216,138,1.26,104.5
217,119,-9.29,16.6
217,133,-3.62,36.99
217,138,-0.34,91.16
218,119,-9.29,16.6
218,133,-4.93,26.09
218,138,-1.85,78.59
219,119,-9.29,16.6
219,133,-5.78,18.95
219,138,-3.34,66.22
220,119,-9.29,16.6
220,133,-6.1,16.28
220,138,-4.93,52.95
221,119,-9.29,16.6
221,133,-6.11,16.23
221,138,-6.45,40.24
222,119,-9.29,16.6
222,133,-6.11,16.22
222,138,-7.57,30.98
223,119,-9.29,16.6
223,133,-6.11,16.22
223,138,-8.19,25.77
224,119,-9.29,16.6
224,133,-6.11,16.22
224,138,-8.31,24.76
225,119,-9.29,16.6
225,133,-6.11,16.22
225,138,-8.36,24.32
226,119,-9.29,16.6
226,133,-6.11,16.22
226,138,-8.38,24.18
227,119,-9.29,16.6
227,133,-6.11,16.22
227,138,-8.39,24.07
228,119,-9.29,16.6
228,133,-6.11,16.22
228,138,-8.4,24.06
229,119,-9.29,16.6
229,133,-6.11,16.22
229,138,-8.4,24.05
230,119,-9.29,16.6
230,133,-6.11,16.22
230,138,-8.4,24.05
231,119,-9.29,16.6
231,133,-6.11,16.22
231,138,-8.4,24.05
232,119,-9.29,16.6
232,133,-6.11,16.22
232,138,-8.4,24.05
233,119,-9.29,16.6
233,133,-6.11,16.22
233,138,-8.4,24.05
234,119,-9.29,16.6
234,133,-6.11,16.22
234,138,-8.4,24.05
235,119,-9.29,16.6
235,133,-6.11,16.22
235,138,-8.4,24.05
236,119,-9.29,16.6
