time,vehicle_id,x,y
35,4,-134.57,19.91
36,4,-120.52,17.67
37,4,-106.48,15.42
38,4,-91.98,13.1
39,4,-77.53,10.79
40,4,-63.72,8.58
41,4,-49.45,6.3
42,4,-35.22,4.02
43,4,-25.44,2.45
44,4,-20.02,1.59
45,4,-18.26,1.31
46,4,-18.22,1.3
47,4,-18.21,1.3
48,4,-18.21,1.3
49,4,-18.21,1.3
50,4,-18.21,1.3
51,16,-133.03,19.67
51,4,-18.21,1.3
52,16,-119.38,17.49
52,4,-18.21,1.3
53,16,-105.71,15.3
53,4,-18.21,1.3
54,16,-92.42,13.17
54,4,-18.21,1.3
55,16,-78.45,10.94
55,4,-18.21,1.3
56,16,-64.65,8.73
56,4,-18.21,1.3
57,16,-50.89,6.53
57,4,-18.21,1.3
58,16,-41.57,5.04
58,4,-18.21,1.3
59,16,-36.43,4.21
59,4,-18.21,1.3
60,16,-33.51,3.75
60,19,-140.13,20.8
60,4,-18.21,1.3
61,16,-33.09,3.68
61,19,-127.92,18.85
61,4,-18.21,1.3
62,16,-33.05,3.67
62,19,-116.49,17.02
62,4,-18.21,1.3
63,16,-33.03,3.67
63,19,-104.97,15.18
63,4,-18.21,1.3
64,16,-33.03,3.67
64,19,-93.32,13.32
64,4,-18.21,1.3
65,16,-33.02,3.67
65,19,-80.64,11.29
65,4,-18.21,1.3
66,16,-33.02,3.67
66,19,-68.5,9.34
66,4,-18.21,1.3
67,16,-33.02,3.67
67,19,-56.44,7.41
67,4,-18.21,1.3
68,16,-33.02,3.67
68,19,-47.55,5.99
68,4,-18.21,1.3
69,16,-33.02,3.67
69,19,-42.04,5.11
69,4,-18.21,1.3
70,16,-33.02,3.67
70,19,-40.97,4.94
70,4,-18.21,1.3
71,16,-33.02,3.67
71,19,-40.59,4.88
71,4,-18.21,1.3
72,16,-33.02,3.67
72,19,-40.48,4.86
72,4,-18.21,1.3
73,16,-33.02,3.67
73,19,-40.44,4.86
73,4,-18.21,1.3
74,16,-33.02,3.67
74,19,-40.43,4.85
74,35,-135.18,20.01
74,4,-18.21,1.3
75,16,-33.02,3.67
75,19,-40.43,4.85
75,35,-120.23,17.62
75,4,-18.21,1.3
76,16,-33.02,3.67
76,19,-40.43,4.85
76,35,-104.79,15.15
76,4,-18.21,1.3
77,16,-33.02,3.67
77,19,-40.43,4.85
77,35,-90.04,12.79
77,4,-18.21,1.3
78,16,-33.02,3.67
78,19,-40.43,4.85
78,35,-75.06,10.39
78,4,-18.21,1.3
79,16,-33.02,3.67
79,19,-40.43,4.85
79,35,-62.48,8.38
79,4,-18.21,1.3
80,16,-33.02,3.67
80,19,-40.43,4.85
80,35,-53.71,6.98
80,4,-18.21,1.3
81,16,-33.02,3.67
81,19,-40.43,4.85
81,35,-48.77,6.19
81,4,-18.21,1.3
82,16,-33.02,3.67
82,19,-40.43,4.85
82,35,-48.27,6.11
82,4,-18.21,1.3
83,16,-33.02,3.67
83,19,-40.43,4.85
83,35,-48.03,6.07
83,4,-18.21,1.3
84,16,-33.02,3.67
84,19,-40.43,4.85
84,35,-47.91,6.05
84,4,-18.21,1.3
85,16,-33.02,3.67
85,19,-40.43,4.85
85,35,-47.84,6.04
85,4,-18.21,1.3
86,16,-33.02,3.67
86,19,-40.43,4.85
86,35,-47.84,6.04
86,4,-18.21,1.3
87,16,-33.02,3.67
87,19,-40.43,4.85
87,35,-47.84,6.04
87,4,-18.21,1.3
88,16,-33.02,3.67
88,19,-40.43,4.85
88,35,-47.84,6.04
88,4,-18.21,1.3
88,44,-138.37,20.52
89,16,-33.02,3.67
89,19,-40.43,4.85
89,35,-47.84,6.04
89,4,-18.21,1.3
89,44,-125.21,18.42
90,16,-33.02,3.67
90,19,-40.43,4.85
90,35,-47.84,6.04
90,4,-18.21,1.3
90,44,-112.27,16.35
91,16,-33.02,3.67
91,19,-40.43,4.85
91,35,-47.84,6.04
91,4,-18.21,1.3
91,44,-99.18,14.25
92,16,-33.02,3.67
92,19,-40.43,4.85
92,35,-47.84,6.04
92,4,-18.21,1.3
92,44,-86.03,12.15
93,16,-33.02,3.67
93,19,-40.43,4.85
93,35,-47.84,6.04
93,4,-18.21,1.3
93,44,-74.32,10.28
94,16,-33.02,3.67
94,19,-40.43,4.85
94,35,-47.84,6.04
94,4,-18.21,1.3
94,44,-67.06,9.11
95,16,-33.02,3.67
95,19,-40.43,4.85
95,35,-47.84,6.04
95,4,-18.21,1.3
95,44,-62.81,8.43
96,16,-33.02,3.67
96,19,-40.43,4.85
96,35,-47.84,6.04
96,4,-18.21,1.3
96,44,-62.67,8.41
97,16,-33.02,3.67
97,19,-40.43,4.85
97,35,-47.84,6.04
97,4,-18.21,1.3
97,44,-62.66,8.41
98,16,-33.02,3.67
98,19,-40.43,4.85
98,35,-47.84,6.04
98,4,-18.21,1.3
98,44,-62.65,8.41
99,16,-33.02,3.67
99,19,-40.43,4.85
99,35,-47.84,6.04
99,4,-18.21,1.3
99,44,-62.65,8.41
100,16,-33.02,3.67
100,19,-40.43,4.85
100,35,-47.84,6.04
100,4,-18.21,1.3
100,44,-62.65,8.41
101,16,-33.02,3.67
101,19,-40.43,4.85
101,35,-47.84,6.04
101,4,-18.21,1.3
101,44,-62.65,8.41
102,16,-33.02,3.67
102,19,-40.43,4.85
102,35,-47.84,6.04
102,4,-18.21,1.3
102,44,-62.65,8.41
103,16,-33.02,3.67
103,19,-40.43,4.85
103,35,-47.84,6.04
103,4,-18.21,1.3
103,44,-62.65,8.41
104,16,-33.02,3.67
104,19,-40.43,4.85
104,35,-47.84,6.04
104,4,-18.21,1.3
104,44,-62.65,8.41
105,16,-33.02,3.67
105,19,-40.43,4.85
105,35,-47.84,6.04
105,4,-18.21,1.3
105,44,-62.65,8.41
106,16,-33.02,3.67
106,19,-40.43,4.85
106,35,-47.84,6.04
106,4,-18.21,1.3
106,44,-62.65,8.41
107,16,-33.02,3.67
107,19,-40.43,4.85
107,35,-47.84,6.04
107,4,-18.21,1.3
107,44,-62.65,8.41
107,59,-141.77,21.07
108,16,-33.02,3.67
108,19,-40.43,4.85
108,35,-47.84,6.04
108,4,-18.21,1.3
108,44,-62.65,8.41
108,59,-127.94,18.85
109,16,-33.02,3.67
109,19,-40.43,4.85
109,35,-47.84,6.04
109,4,-18.21,1.3
109,44,-62.65,8.41
109,59,-113.86,16.6
110,16,-33.02,3.67
110,19,-40.43,4.85
110,35,-47.84,6.04
110,4,-18.21,1.3
110,44,-62.65,8.41
110,59,-100.05,14.39
111,16,-33.02,3.67
111,19,-40.43,4.85
111,35,-47.84,6.04
111,4,-18.21,1.3
111,44,-62.65,8.41
111,59,-86.9,12.29
112,16,-33.02,3.67
112,19,-40.43,4.85
112,35,-47.84,6.04
112,4,-18.21,1.3
112,44,-62.65,8.41
112,59,-77.43,10.77
113,16,-33.02,3.67
113,19,-40.43,4.85
113,35,-47.84,6.04
113,4,-18.21,1.3
113,44,-62.65,8.41
113,59,-72.4,9.97
114,16,-33.02,3.67
114,19,-40.43,4.85
114,35,-47.84,6.04
114,4,-15.7,1.08
114,44,-62.65,8.41
114,59,-70.43,9.65
115,16,-33.02,3.67
115,19,-40.43,4.85
115,35,-47.84,6.04
115,4,-10.67,0.89
115,44,-62.65,8.41
115,59,-70.19,9.61
116,16,-31.5,3.42
116,19,-40.43,4.85
116,35,-47.84,6.04
116,4,-3.8,2.54
116,44,-62.65,8.41
116,59,-70.11,9.6
117,16,-28.12,2.88
117,19,-39.52,4.71
117,35,-47.84,6.04
117,4,1.69,8.64
117,44,-62.65,8.41
117,59,-70.08,9.6
118,16,-23.41,2.13
118,19,-36.81,4.27
118,35,-47.14,5.93
118,4,3.83,18.49
118,44,-62.65,8.41
118,59,-70.06,9.59
119,16,-16.74,1.12
119,19,-32.3,3.55
119,35,-44.9,5.57
119,4,5.29,30.66
119,44,-62.65,8.41
119,59,-70.06,9.59
120,16,-9.06,0.83
120,19,-25.49,2.46
120,35,-40.32,4.84
120,4,6.92,44.23
120,44,-62.44,8.37
120,59,-70.06,9.59
121,16,-1.3,4.49
121,19,-17.8,1.23
121,35,-33.87,3.8
121,4,8.58,58.1
121,44,-60.91,8.13
121,59,-69.88,9.56
122,16,2.37,10.94
122,19,-8.58,0.96
122,35,-26.94,2.7
122,4,10.26,72.07
122,44,-58.06,7.67
122,59,-68.84,9.4
123,16,4.0,19.93
123,19,-2.27,3.45
123,35,-18.38,1.33
123,4,11.99,86.52
123,44,-53.82,7.0
123,59,-66.58,9.04
124,16,5.28,30.55
124,19,2.25,10.54
124,35,-11.01,0.91
124,4,13.67,100.54
124,44,-47.7,6.02
124,59,-61.82,8.28
125,16,6.58,41.41
125,19,3.99,19.8
125,35,-2.25,3.46
125,4,15.31,114.18
125,44,-40.09,4.8
125,59,-56.03,7.35
126,16,7.99,53.19
126,19,5.39,31.47
126,35,2.36,10.9
126,44,-31.15,3.37
126,59,-48.15,6.09
127,16,9.23,63.54
127,19,6.85,43.68
127,35,4.23,21.87
127,44,-21.67,1.85
127,59,-39.64,4.73
128,16,10.59,74.8
128,19,8.03,53.49
128,35,5.63,33.54
128,44,-12.6,0.97
128,59,-30.83,3.32
129,16,12.23,88.5
129,19,9.33,64.32
129,35,6.83,43.48
129,44,-2.29,3.42
129,59,-22.06,1.91
130,16,13.84,101.91
130,19,10.86,77.08
130,35,8.18,54.77
130,44,2.7,12.04
130,59,-11.57,0.93
131,16,15.48,115.59
131,19,12.37,89.69
131,35,9.66,67.12
131,44,4.28,22.26
131,59,-1.68,4.08
132,19,13.8,101.57
132,35,11.24,80.24
132,44,5.78,34.75
132,59,2.91,12.75
133,19,15.25,113.65
133,35,12.62,91.74
133,44,7.4,48.27
133,59,4.34,22.77
134,35,14.01,103.35
134,44,8.88,60.56
134,59,5.86,35.38
135,35,15.51,115.84
135,44,10.25,71.97
135,59,7.49,49.01
136,44,11.7,84.08
136,59,8.99,61.52
137,44,13.28,97.25
137,59,10.56,74.62
138,44,14.72,109.22
138,59,12.19,88.15
139,59,13.65,100.35
140,59,15.11,112.53
160,98,-143.55,21.35
161,98,-130.59,19.28
162,98,-117.72,17.22
163,98,-104.9,15.17
164,98,-92.62,13.2
165,98,-80.13,11.2
166,98,-67.18,9.13
167,98,-54.32,7.08
168,98,-41.71,5.06
169,98,-33.04,3.67
170,98,-27.75,2.82
171,98,-26.24,2.58
172,98,-25.83,2.52
173,98,-25.66,2.49
174,98,-25.62,2.48
175,98,-25.62,2.48
176,98,-25.62,2.48
177,98,-25.62,2.48
178,98,-25.62,2.48
179,98,-25.62,2.48
180,98,-25.62,2.48
181,98,-25.62,2.48
182,98,-25.62,2.48
183,98,-25.62,2.48
184,98,-25.62,2.48
185,98,-25.62,2.48
186,98,-25.62,2.48
187,98,-25.62,2.48
188,98,-25.62,2.48
189,98,-25.62,2.48
190,98,-25.62,2.48
191,98,-25.62,2.48
192,98,-25.62,2.48
193,98,-25.62,2.48
194,98,-25.62,2.48
195,98,-25.62,2.48
196,98,-25.62,2.48
197,98,-25.62,2.48
198,98,-25.62,2.48
199,98,-25.62,2.48
200,98,-25.62,2.48
201,98,-25.62,2.48
202,98,-25.62,2.48
203,98,-25.62,2.48
204,98,-25.62,2.48
205,98,-25.62,2.48
206,98,-25.62,2.48
207,98,-25.62,2.48
208,98,-25.62,2.48
209,98,-25.62,2.48
210,98,-25.62,2.48
211,98,-25.62,2.48
212,137,-143.52,21.35
212,98,-25.62,2.48
213,137,-130.98,19.34
213,98,-25.62,2.48
214,137,-117.91,17.25
214,98,-25.62,2.48
215,137,-105.65,15.29
215,98,-25.62,2.48
216,137,-93.28,13.31
216,98,-25.62,2.48
217,137,-80.94,11.33
217,98,-25.62,2.48
218,137,-68.59,9.36
218,98,-25.62,2.48
219,137,-57.62,7.6
219,98,-24.17,2.25
220,137,-50.65,6.49
220,98,-20.41,1.65
221,137,-48.13,6.09
221,98,-18.95,1.42
222,137,-47.06,5.91
222,98,-18.53,1.35
223,137,-44.79,5.55
223,98,-18.26,1.31
224,137,-43.22,5.3
224,98,-18.23,1.3
225,137,-41.88,5.08
225,98,-18.22,1.3
226,137,-41.07,4.96
226,98,-18.21,1.3
227,137,-40.85,4.92
227,98,-18.21,1.3
228,137,-40.67,4.89
228,98,-18.21,1.3
229,137,-40.57,4.88
229,152,-143.24,21.3
229,98,-18.21,1.3
230,137,-38.59,4.56
230,152,-128.97,19.02
230,98,-18.21,1.3
231,137,-34.33,3.88
231,152,-114.97,16.78
231,98,-18.21,1.3
232,137,-33.35,3.72
232,152,-100.72,14.5
232,98,-18.21,1.3
233,137,-33.15,3.69
233,152,-86.34,12.2
233,98,-18.21,1.3
234,137,-31.42,3.41
234,152,-72.48,9.98
234,98,-18.21,1.3
235,137,-28.23,2.9
235,152,-60.41,8.05
235,98,-18.21,1.3
236,137,-26.18,2.57
236,152,-51.62,6.64
236,98,-18.21,1.3
237,137,-25.86,2.52
237,152,-45.82,5.72
237,98,-18.21,1.3
238,137,-25.68,2.49
238,152,-41.41,5.01
238,98,-18.21,1.3
239,137,-25.62,2.48
239,152,-41.04,4.95
239,98,-18.21,1.3
240,137,-25.62,2.48
240,152,-40.76,4.91
240,98,-18.21,1.3
241,137,-25.62,2.48
241,152,-40.55,4.87
241,98,-18.21,1.3
242,137,-25.62,2.48
242,152,-40.48,4.86
242,98,-18.21,1.3
243,137,-25.62,2.48
243,152,-40.44,4.85
243,98,-18.21,1.3
244,137,-25.62,2.48
244,152,-40.43,4.85
244,98,-18.21,1.3
245,137,-25.62,2.48
245,152,-40.43,4.85
245,98,-18.21,1.3
246,137,-25.62,2.48
246,152,-40.43,4.85
246,98,-18.21,1.3
247,137,-25.62,2.48
247,152,-40.43,4.85
247,98,-18.21,1.3
248,137,-25.62,2.48
248,152,-40.43,4.85
248,98,-18.21,1.3
249,137,-25.62,2.48
249,152,-40.43,4.85
249,98,-18.21,1.3
250,137,-25.62,2.48
250,152,-40.43,4.85
250,98,-18.21,1.3
251,137,-25.62,2.48
251,152,-40.43,4.85
251,98,-18.21,1.3
252,137,-25.62,2.48
252,152,-40.43,4.85
252,98,-18.21,1.3
253,137,-25.62,2.48
253,152,-40.43,4.85
253,98,-18.21,1.3
254,137,-25.62,2.48
254,152,-40.43,4.85
254,98,-18.21,1.3
255,137,-25.62,2.48
255,152,-40.43,4.85
255,98,-18.21,1.3
256,137,-25.62,2.48
256,152,-40.43,4.85
256,167,-136.79,20.27
256,98,-16.29,1.11
257,137,-24.42,2.29
257,152,-40.43,4.85
257,167,-125.84,18.52
257,98,-12.59,0.97
258,137,-20.67,1.69
258,152,-40.43,4.85
258,167,-115.62,16.88
258,170,-135.04,19.99
258,98,-7.34,1.37
259,137,-15.14,1.06
259,152,-39.78,4.75
259,167,-105.23,15.22
259,170,-124.72,18.34
259,98,-1.22,4.58
260,137,-8.53,0.97
260,152,-37.58,4.4
260,167,-94.19,13.45
260,170,-114.11,16.64
260,98,2.7,12.05
261,137,-0.94,4.88
261,152,-34.05,3.83
261,167,-83.17,11.69
261,170,-102.9,14.85
261,98,4.24,21.93
262,137,3.14,13.53
262,152,-28.29,2.91
262,167,-72.36,9.96
262,170,-92.13,13.13
262,98,5.68,33.93
263,137,4.34,22.72
263,152,-20.56,1.67
263,167,-61.55,8.23
263,170,-81.69,11.45
263,98,7.22,46.71
264,137,5.65,33.69
264,152,-10.58,0.89
264,167,-50.6,6.48
264,170,-70.79,9.71
264,98,8.74,59.41
265,137,7.16,46.24
265,152,-2.01,3.73
265,167,-39.42,4.69
265,170,-59.81,7.95
265,98,10.3,72.44
266,137,8.66,58.73
266,152,2.99,13.03
266,167,-28.86,3.0
266,170,-48.87,6.2
266,98,11.91,85.83
267,137,10.11,70.82
267,152,4.44,23.58
267,167,-18.07,1.28
267,170,-37.86,4.44
267,98,13.44,98.61
268,137,11.62,83.4
268,152,5.93,36.02
268,167,-10.03,0.87
268,170,-27.44,2.78
268,98,14.96,111.26
269,137,13.06,95.38
269,152,7.59,49.87
269,167,-2.39,3.32
269,170,-19.57,1.52
270,137,14.62,108.43
270,152,9.15,62.84
270,167,2.18,10.3
270,170,-11.37,0.92
271,152,10.69,75.66
271,167,3.87,18.8
271,170,-3.2,2.74
272,152,12.27,88.87
272,167,5.06,28.77
272,170,1.84,9.12
273,152,13.8,101.55
273,167,6.41,40.02
273,170,3.82,18.44
274,152,15.34,114.38
274,167,7.77,51.3
274,170,5.12,29.23
275,167,9.0,61.63
275,170,6.6,41.59
276,167,10.26,72.11
276,170,7.79,51.53
277,167,11.48,82.24
277,170,9.12,62.58
278,167,15.97,92.79
278,170,10.3,72.39
279,167,17.27,103.59
279,170,11.72,84.27
280,167,18.5,113.91
280,170,13.24,96.95
281,170,14.84,110.22
299,203,-135.16,20.01
300,203,-122.33,17.96
301,203,-109.73,15.94
301,205,-136.44,20.21
302,203,-96.97,13.9
302,205,-123.92,18.21
303,203,-84.39,11.89
303,205,-111.21,16.18
304,203,-72.3,9.95
304,205,-97.85,14.04
305,203,-59.1,7.84
305,205,-84.94,11.97
306,203,-46.5,5.82
306,205,-71.87,9.88
