time,vehicle_id,x,y
79,38,-2.15,-111.91
80,38,-0.34,-96.81
81,38,1.49,-81.56
82,38,3.35,-66.07
83,38,1.94,-50.98
84,38,3.67,-36.55
85,38,5.05,-25.02
86,38,5.9,-17.96
87,38,6.21,-15.37
88,38,6.25,-15.02
89,38,6.26,-14.97
90,38,6.26,-14.96
91,38,6.26,-14.95
92,38,6.26,-14.95
93,38,6.26,-14.95
94,38,6.26,-14.95
95,38,6.26,-14.95
96,38,6.26,-14.95
97,38,6.26,-14.95
98,38,6.26,-14.95
99,38,6.26,-14.95
100,38,6.26,-14.95
101,38,6.26,-14.95
102,38,6.26,-14.95
103,38,6.26,-14.95
104,38,6.26,-14.95
105,38,6.26,-14.95
106,38,6.26,-14.95
107,38,6.26,-14.95
108,38,6.26,-14.95
109,38,6.26,-14.95
110,38,6.26,-14.95
111,38,6.26,-14.95
112,38,6.26,-14.95
113,38,6.26,-14.95
114,38,6.26,-14.95
115,38,6.26,-14.95
116,38,6.26,-14.95
117,38,6.26,-14.95
118,38,6.26,-14.95
119,38,6.26,-14.95
120,38,6.26,-14.95
121,38,6.26,-14.95
122,38,6.26,-14.95
123,38,6.26,-14.95
124,38,6.26,-14.95
125,38,6.26,-14.95
126,38,6.26,-14.95
127,38,6.26,-14.95
128,38,6.26,-14.95
129,38,6.26,-14.95
130,38,6.26,-14.95
131,38,6.26,-14.95
132,38,6.26,-14.95
133,38,6.26,-14.95
134,38,6.26,-14.95
135,38,6.26,-14.95
136,38,6.26,-14.95
137,38,6.26,-14.95
138,38,6.26,-14.95
139,38,6.26,-14.95
140,38,6.26,-14.95
141,38,6.26,-14.95
142,38,6.47,-13.19
143,38,6.89,-9.71
144,38,7.57,-4.07
145,38,8.42,3.02
146,38,9.44,11.52
147,38,10.77,22.56
148,38,12.25,34.92
149,38,14.02,49.69
150,38,15.93,65.55
151,38,17.79,81.1
152,38,19.67,96.71
153,38,21.53,112.22
157,93,-2.01,-110.76
158,93,-0.53,-98.44
159,93,1.0,-85.67
160,93,2.45,-73.58
161,93,3.91,-61.4
162,93,5.39,-49.13
163,101,-2.19,-112.3
163,93,6.84,-37.03
164,101,-0.44,-97.7
164,93,8.39,-24.07
165,101,1.26,-83.52
165,93,9.95,-11.12
166,101,2.92,-69.68
166,93,11.49,1.78
167,101,4.59,-55.73
167,93,12.95,13.91
168,101,6.29,-41.58
168,93,14.44,26.32
169,101,8.07,-26.75
169,93,15.91,38.59
170,101,9.73,-12.92
170,93,17.32,50.38
171,101,11.43,1.25
171,93,18.78,62.55
172,101,13.14,15.52
172,93,20.3,75.18
173,101,14.91,30.28
173,93,21.8,87.65
174,101,16.57,44.09
174,93,23.28,99.98
175,101,18.32,58.67
175,93,24.73,112.11
176,101,20.1,73.56
177,101,21.79,87.61
178,101,23.54,102.15
179,101,25.21,116.13
185,115,-1.48,-106.35
186,115,-0.01,-94.06
187,115,1.55,-81.11
188,115,3.04,-68.66
189,115,4.62,-55.51
190,115,6.1,-43.15
191,115,7.68,-30.02
192,115,8.72,-21.37
193,115,9.24,-17.03
194,115,9.4,-15.71
195,115,9.42,-15.5
196,115,9.44,-15.36
197,115,9.44,-15.35
198,115,9.44,-15.34
199,115,9.44,-15.34
200,115,9.44,-15.34
201,115,9.44,-15.34
202,115,9.44,-15.34
203,115,9.44,-15.34
204,115,9.44,-15.34
205,115,9.44,-15.34
205,125,-2.22,-112.5
206,115,9.44,-15.34
206,125,-0.9,-101.53
206,132,-5.22,-110.66
207,115,9.44,-15.34
207,125,0.45,-90.29
207,132,-3.59,-97.01
208,115,9.44,-15.34
208,125,1.74,-79.48
208,132,-1.99,-83.73
209,115,9.44,-15.34
209,125,3.12,-68.02
209,132,-0.33,-69.87
210,115,9.44,-15.34
210,125,4.44,-57.03
210,132,1.34,-55.98
211,115,9.44,-15.34
211,125,5.62,-47.16
211,132,3.0,-42.09
212,115,9.44,-15.34
212,125,3.15,-40.84
212,132,4.52,-29.49
213,115,9.44,-15.34
213,125,0.96,-32.29
213,132,5.62,-20.29
214,115,9.44,-15.34
214,125,2.2,-21.92
214,132,6.19,-15.57
215,115,9.44,-15.34
215,125,2.91,-16.02
215,132,6.23,-15.21
216,115,9.44,-15.34
216,125,3.08,-14.58
216,132,6.26,-15.0
217,115,9.44,-15.34
217,125,3.08,-14.58
217,132,6.26,-14.95
218,115,9.44,-15.34
218,125,3.08,-14.57
218,132,6.26,-14.95
219,115,9.44,-15.34
219,125,3.08,-14.57
219,132,6.26,-14.95
220,115,9.44,-15.34
220,125,3.08,-14.57
220,132,6.26,-14.95
