time,vehicle_id,x,y
80,41,137.15,-0.22
81,41,121.07,0.75
82,41,105.36,1.69
83,41,90.01,2.61
84,41,73.83,3.58
85,41,58.19,4.52
86,41,42.89,5.44
87,41,29.08,6.27
88,41,18.12,6.92
89,41,12.88,11.06
90,41,13.47,18.23
91,41,14.61,27.76
92,41,16.03,39.64
93,41,17.61,52.81
94,41,19.44,67.99
95,41,21.27,83.25
96,41,23.11,98.6
97,41,24.98,114.2
148,90,140.1,-0.39
149,90,127.17,0.38
150,90,113.8,1.18
151,90,100.49,1.98
151,91,138.41,-0.29
152,90,87.23,2.78
152,91,125.21,0.5
153,90,73.14,3.62
153,91,112.15,1.28
154,90,59.42,4.45
154,91,98.08,2.13
155,90,46.81,5.2
155,91,83.96,2.97
156,90,38.68,5.69
156,91,70.71,3.77
157,90,35.05,5.91
157,91,57.34,4.57
158,90,34.1,5.96
158,91,48.46,5.1
159,90,33.85,5.98
159,91,43.05,5.43
160,90,33.82,5.98
160,91,41.44,5.52
161,90,33.82,5.98
161,91,41.34,5.53
161,99,135.8,-0.14
162,90,33.82,5.98
162,91,41.31,5.53
162,99,123.08,0.63
163,90,33.81,5.98
163,91,41.31,5.53
163,99,109.74,1.43
164,90,33.81,5.98
164,91,41.3,5.53
164,99,96.38,2.23
165,90,33.81,5.98
165,91,41.3,5.53
165,99,83.51,3.0
166,90,33.81,5.98
166,91,41.3,5.53
166,99,69.77,3.83
167,90,33.81,5.98
167,91,41.3,5.53
167,99,58.32,4.51
168,90,33.81,5.98
168,91,41.3,5.53
168,99,51.36,4.93
169,90,33.81,5.98
169,91,41.3,5.53
169,99,48.89,5.08
170,90,33.81,5.98
170,91,41.3,5.53
170,99,48.79,5.08
171,90,33.81,5.98
171,91,41.3,5.53
171,99,48.79,5.08
172,90,33.81,5.98
172,91,41.3,5.53
172,99,48.79,5.08
173,90,33.81,5.98
173,91,41.3,5.53
173,99,48.79,5.08
174,90,33.81,5.98
174,91,41.3,5.53
174,99,48.79,5.08
175,90,33.81,5.98
175,91,41.3,5.53
175,99,48.79,5.08
176,90,33.81,5.98
176,91,41.3,5.53
176,99,48.79,5.08
177,90,33.81,5.98
177,91,41.3,5.53
177,99,48.79,5.08
178,90,33.81,5.98
178,91,41.3,5.53
178,99,48.79,5.08
179,90,33.81,5.98
179,91,41.3,5.53
179,99,48.79,5.08
180,90,33.81,5.98
180,91,41.3,5.53
180,99,48.79,5.08
181,90,33.81,5.98
181,91,41.3,5.53
181,99,48.79,5.08
182,90,33.81,5.98
182,91,41.3,5.53
182,99,48.79,5.08
183,90,33.81,5.98
183,91,41.3,5.53
183,99,48.79,5.08
184,90,33.81,5.98
184,91,41.3,5.53
184,99,48.79,5.08
185,90,33.81,5.98
185,91,41.3,5.53
185,99,48.79,5.08
186,90,33.81,5.98
186,91,41.3,5.53
186,99,48.79,5.08
187,90,33.81,5.98
187,91,41.3,5.53
187,99,48.79,5.08
188,90,33.81,5.98
188,91,41.3,5.53
188,99,48.79,5.08
189,90,33.81,5.98
189,91,41.3,5.53
189,99,48.79,5.08
190,90,33.81,5.98
190,91,41.3,5.53
190,99,48.79,5.08
191,90,33.81,5.98
191,91,41.3,5.53
191,99,48.79,5.08
192,90,33.81,5.98
192,91,41.3,5.53
192,99,48.79,5.08
193,90,33.81,5.98
193,91,41.3,5.53
193,99,48.79,5.08
194,90,33.81,5.98
194,91,41.3,5.53
194,99,48.79,5.08
195,90,33.81,5.98
195,91,41.3,5.53
195,99,48.79,5.08
196,90,33.81,5.98
196,91,41.3,5.53
196,99,48.79,5.08
197,90,33.81,5.98
197,91,41.3,5.53
197,99,48.79,5.08
198,90,33.81,5.98
198,91,41.3,5.53
198,99,48.79,5.08
199,90,33.81,5.98
199,91,41.3,5.53
199,99,48.79,5.08
200,90,33.81,5.98
200,91,41.3,5.53
200,99,48.79,5.08
201,90,33.81,5.98
201,91,41.3,5.53
201,99,48.79,5.08
202,90,33.81,5.98
202,91,41.3,5.53
202,99,48.79,5.08
203,90,33.81,5.98
203,91,41.3,5.53
203,99,48.79,5.08
204,90,33.81,5.98
204,91,41.3,5.53
204,99,48.79,5.08
205,90,33.81,5.98
205,91,41.3,5.53
205,99,48.79,5.08
206,90,33.81,5.98
206,91,41.3,5.53
206,99,48.79,5.08
207,90,33.81,5.98
207,91,41.3,5.53
207,99,48.79,5.08
208,90,33.81,5.98
208,91,41.3,5.53
208,99,48.79,5.08
209,90,33.81,5.98
209,91,41.3,5.53
209,99,48.79,5.08
210,90,33.81,5.98
210,91,41.3,5.53
210,99,48.79,5.08
211,90,33.81,5.98
211,91,41.3,5.53
211,99,48.79,5.08
212,90,33.81,5.98
212,91,41.3,5.53
212,99,48.79,5.08
213,90,33.81,5.98
213,91,41.3,5.53
213,99,48.79,5.08
214,90,33.81,5.98
214,91,41.3,5.53
214,99,48.79,5.08
215,90,33.81,5.98
215,91,41.3,5.53
215,99,48.79,5.08
216,90,33.81,5.98
216,91,41.3,5.53
216,99,48.79,5.08
217,142,139.15,-0.34
217,90,33.81,5.98
217,91,41.3,5.53
217,99,48.79,5.08
218,142,126.02,0.45
218,90,33.81,5.98
218,91,41.3,5.53
218,99,48.79,5.08
219,142,112.16,1.28
219,90,33.81,5.98
219,91,41.3,5.53
219,99,48.79,5.08
220,142,98.59,2.1
220,90,33.02,6.03
220,91,41.3,5.53
220,99,48.79,5.08
221,142,85.44,2.89
221,90,29.82,6.22
221,91,40.75,5.57
221,99,48.79,5.08
222,142,74.46,3.54
222,90,24.19,6.56
222,91,37.64,5.75
222,99,48.49,5.1
223,142,67.98,3.93
223,90,18.88,6.88
223,91,33.04,6.03
223,99,45.89,5.26
224,142,64.8,4.12
224,90,13.76,8.6
224,91,27.09,6.38
224,99,41.54,5.52
225,142,62.22,4.28
225,90,13.06,14.83
225,91,21.46,6.72
225,99,35.54,5.88
226,142,59.09,4.47
226,90,14.1,23.49
226,91,16.26,7.27
226,99,30.23,6.2
227,142,54.45,4.74
227,90,15.33,33.81
227,91,12.87,11.13
227,99,25.2,6.5
228,142,48.46,5.1
228,90,16.88,46.67
228,91,13.36,17.37
228,99,19.18,6.86
229,142,43.29,5.41
229,90,18.49,60.1
229,91,14.39,25.97
229,99,13.62,8.88
230,142,36.75,5.81
230,90,20.03,72.96
230,91,15.66,36.5
230,99,12.99,14.25
231,142,30.9,6.16
231,90,21.64,86.32
231,91,17.1,48.53
231,99,13.9,21.87
232,142,25.56,6.48
232,90,23.25,99.74
232,91,18.73,62.07
232,99,15.07,31.62
233,142,19.76,6.82
233,90,24.93,113.79
233,91,20.28,74.99
233,99,16.4,42.68
234,142,14.3,8.23
234,91,21.92,88.65
234,99,17.92,55.39
235,142,12.86,13.21
235,91,23.48,101.66
235,99,19.56,69.01
236,142,13.68,20.02
236,91,25.12,115.38
236,99,21.12,81.99
237,142,14.68,28.37
237,99,22.64,94.66
238,142,15.92,38.67
238,99,24.18,107.54
239,142,17.38,50.86
240,142,18.94,63.86
241,142,20.6,77.65
242,142,22.2,90.99
243,142,23.75,103.91
244,142,25.36,117.36
250,169,142.44,-0.53
251,169,127.25,0.38
252,169,112.39,1.27
253,169,97.23,2.18
254,169,82.54,3.06
255,169,67.22,3.98
256,169,52.7,4.85
257,169,38.2,5.72
257,173,131.19,0.14
258,169,27.05,6.39
258,173,117.19,0.98
259,169,17.96,6.93
259,173,103.47,1.8
260,169,13.1,9.99
260,173,88.99,2.67
261,169,13.32,17.02
261,173,74.46,3.54
262,169,14.42,26.15
262,173,60.84,4.36
263,169,15.76,37.39
263,173,46.46,5.22
264,169,17.35,50.59
264,173,32.07,6.09
265,169,19.05,64.73
265,173,21.44,6.72
266,169,20.75,78.91
266,173,15.06,7.69
267,169,22.55,93.97
267,173,12.84,12.38
268,169,24.3,108.5
268,173,13.43,17.92
269,173,14.34,25.56
270,173,15.45,34.74
271,173,16.76,45.65
272,173,18.25,58.09
273,173,19.91,71.94
274,173,21.53,85.41
275,173,23.17,99.13
276,173,24.93,113.81
278,188,136.34,-0.17
279,188,123.25,0.62
280,188,110.36,1.39
280,190,132.45,0.07
281,188,96.54,2.22
281,190,119.28,0.86
282,188,83.39,3.01
282,190,105.83,1.66
283,188,70.02,3.81
283,190,93.39,2.41
284,188,56.16,4.64
284,190,79.73,3.23
285,188,43.03,5.43
285,190,66.49,4.02
286,188,31.47,6.12
286,190,53.28,4.81
286,192,135.07,-0.09
287,188,22.62,6.65
287,190,41.24,5.54
287,192,123.07,0.63
288,188,18.27,6.91
288,190,32.03,6.09
288,192,111.07,1.35
289,188,14.46,8.11
289,190,27.32,6.37
289,192,98.21,2.12
290,188,12.83,12.95
290,190,23.23,6.62
290,192,85.42,2.89
291,188,13.72,20.38
291,190,17.62,6.99
291,192,73.6,3.6
292,188,14.8,29.4
292,190,12.89,10.65
292,192,61.49,4.32
293,188,16.16,40.66
293,190,13.32,17.06
293,192,49.17,5.06
294,188,17.72,53.68
294,190,14.39,25.94
294,192,36.59,5.82
295,188,19.27,66.58
295,190,15.62,36.2
295,192,25.45,6.48
296,188,20.91,80.31
296,190,17.04,48.02
296,192,18.8,6.88
297,188,22.42,92.87
297,190,18.64,61.36
297,192,14.25,8.26
298,188,23.96,105.71
298,190,20.48,76.7
298,192,12.83,12.86
299,188,25.54,118.82
299,190,22.28,91.72
299,192,13.49,18.47
300,190,24.01,106.14
300,192,14.37,25.8
301,190,25.6,119.33
301,192,15.53,35.45
302,192,16.99,47.57
303,192,18.47,59.94
304,192,19.95,72.24
305,192,21.38,84.2
306,192,22.78,95.86
307,192,24.33,108.74
337,232,140.84,-0.44
338,232,127.7,0.35
339,232,115.06,1.11
340,232,102.63,1.85
341,232,89.15,2.66
342,232,76.37,3.43
343,232,63.86,4.18
344,232,51.19,4.94
345,232,41.47,5.52
346,232,36.03,5.85
347,232,34.5,5.94
348,232,34.13,5.96
349,232,33.96,5.97
350,232,33.85,5.98
351,232,33.82,5.98
352,232,33.82,5.98
353,232,33.81,5.98
354,232,33.81,5.98
355,232,33.81,5.98
356,232,33.81,5.98
357,232,33.81,5.98
358,232,33.81,5.98
359,232,33.81,5.98
360,232,33.81,5.98
361,232,33.81,5.98
362,232,33.27,6.01
363,232,31.27,6.13
364,232,26.92,6.4
365,232,20.62,6.77
366,232,15.46,7.44
367,232,12.86,11.65
368,232,13.28,16.71
369,232,14.11,23.63
370,232,15.16,32.32
371,232,16.5,43.53
372,232,18.01,56.12
373,232,19.59,69.28
374,232,21.07,81.6
375,232,22.67,94.97
376,232,24.17,107.46
395,273,140.9,-0.44
396,273,129.55,0.24
397,273,118.05,0.93
398,273,107.28,1.58
399,273,96.66,2.21
400,273,85.05,2.91
401,273,74.66,3.53
402,273,63.19,4.22
403,273,52.43,4.86
404,273,40.99,5.55
405,273,32.96,6.03
406,273,27.76,6.34
407,273,26.62,6.41
408,273,26.45,6.42
409,273,26.35,6.43
410,273,26.33,6.43
411,273,26.33,6.43
412,273,26.33,6.43
413,273,26.33,6.43
414,273,26.33,6.43
415,273,26.33,6.43
416,273,26.33,6.43
417,273,26.33,6.43
418,273,26.33,6.43
419,273,26.33,6.43
420,273,26.33,6.43
421,273,26.33,6.43
422,273,26.33,6.43
423,273,26.33,6.43
424,273,26.33,6.43
425,273,26.33,6.43
426,273,26.33,6.43
427,273,26.33,6.43
428,273,26.33,6.43
429,273,26.33,6.43
430,273,26.33,6.43
431,273,26.33,6.43
432,273,26.33,6.43
433,273,26.33,6.43
434,273,26.33,6.43
435,273,26.33,6.43
436,273,26.33,6.43
437,273,26.33,6.43
438,273,26.33,6.43
439,273,26.33,6.43
440,273,26.33,6.43
441,273,26.33,6.43
442,273,26.33,6.43
443,273,26.33,6.43
444,273,26.33,6.43
445,273,26.33,6.43
446,273,26.33,6.43
447,273,26.33,6.43
448,273,26.33,6.43
449,273,26.33,6.43
450,273,26.33,6.43
451,273,26.33,6.43
452,273,26.33,6.43
453,273,26.33,6.43
454,273,26.33,6.43
455,273,26.33,6.43
456,273,26.33,6.43
457,273,26.33,6.43
458,273,26.33,6.43
459,273,26.33,6.43
460,273,26.33,6.43
461,273,26.33,6.43
462,273,26.33,6.43
463,273,26.33,6.43
464,273,26.33,6.43
465,273,26.33,6.43
466,273,26.33,6.43
467,273,26.33,6.43
468,273,26.33,6.43
469,273,26.33,6.43
470,273,26.33,6.43
471,273,26.33,6.43
471,335,140.17,-0.4
472,273,26.33,6.43
472,335,128.27,0.32
473,273,26.33,6.43
473,335,116.02,1.05
474,273,26.33,6.43
474,335,103.87,1.78
475,273,26.33,6.43
475,335,91.4,2.53
476,273,26.33,6.43
476,335,78.61,3.29
477,273,26.33,6.43
477,335,65.52,4.08
478,273,26.33,6.43
478,335,56.14,4.64
479,273,26.33,6.43
479,335,50.7,4.97
480,273,26.33,6.43
480,335,49.05,5.07
481,273,26.33,6.43
481,335,48.84,5.08
482,273,26.33,6.43
482,335,48.81,5.08
483,273,26.33,6.43
483,335,48.8,5.08
484,273,26.33,6.43
484,335,48.79,5.08
485,273,26.33,6.43
485,335,48.79,5.08
486,273,26.33,6.43
486,335,48.79,5.08
487,273,26.33,6.43
487,335,48.79,5.08
488,273,26.33,6.43
488,335,48.79,5.08
489,273,26.33,6.43
489,335,48.79,5.08
490,273,26.33,6.43
490,335,48.79,5.08
491,273,26.33,6.43
491,335,48.79,5.08
491,350,142.17,-0.52
492,273,26.33,6.43
492,335,48.79,5.08
492,350,129.36,0.25
493,273,26.33,6.43
493,335,48.79,5.08
493,350,115.8,1.06
494,273,26.33,6.43
494,335,48.79,5.08
494,350,103.27,1.82
495,273,26.33,6.43
495,335,48.79,5.08
495,350,90.21,2.6
496,273,26.33,6.43
496,335,48.79,5.08
496,350,76.6,3.42
497,273,26.33,6.43
497,335,48.79,5.08
497,350,65.77,4.06
498,273,26.33,6.43
498,335,48.79,5.08
498,350,59.44,4.44
499,273,26.33,6.43
499,335,48.79,5.08
499,350,56.63,4.61
500,273,26.33,6.43
500,335,48.79,5.08
500,350,56.34,4.63
501,273,26.33,6.43
501,335,48.79,5.08
501,350,56.28,4.63
502,273,26.33,6.43
502,335,48.79,5.08
502,350,56.28,4.63
502,358,140.54,-0.42
503,273,25.41,6.49
503,335,48.79,5.08
503,350,56.28,4.63
503,358,127.45,0.37
504,273,22.34,6.67
504,335,48.79,5.08
504,350,56.28,4.63
504,358,113.91,1.18
505,273,17.82,6.95
505,335,48.79,5.08
505,350,56.28,4.63
505,358,100.35,1.99
506,273,13.42,9.31
506,335,48.42,5.11
506,350,56.28,4.63
506,358,87.1,2.79
507,273,12.9,13.52
507,335,46.9,5.2
507,350,55.92,4.66
507,358,75.3,3.49
508,273,13.68,20.02
508,335,43.14,5.42
508,350,54.52,4.74
508,358,67.18,3.98
509,273,14.62,27.85
509,335,38.58,5.7
509,350,51.42,4.93
509,358,63.11,4.22
510,273,15.76,37.35
510,335,32.93,6.03
